Title|ID|Variable|Constitution|Text
5071|Assembly|assem|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 31</h3>     <p>Citizens of the Russian Federation shall have the right to assemble peacefully, without weapons, hold rallies, mass meetings and demonstrations, marches and pickets.</p> </section>
5072|Petition|petition|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 33</h3>     <p>Citizens of the Russian Federation shall have the right to appeal in person and make individual and collective appeals to State bodies and local self-government bodies.</p> </section>
5073|Property|proprght|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 35 &gt; 1</h3>     <p>The right of private property shall be protected by law.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 35 &gt; 2</h3>     <p>Everyone shall have the right to have property and to possess, use and dispose of it both individually and jointly with other persons.</p> </section>
5075|Expropriation of Property|exprop|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 35 &gt; 3</h3>     <p>Nobody may be deprived of property except under a court order. Forced alienation of property for State requirements may take place only subject to prior and fair compensation.</p> </section>
5076|Slavery|slave|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 37 &gt; 2</h3>     <p>Compulsory labour shall be forbidden.</p> </section>
5077|Intellectual Property|intprop|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 44 &gt; 1</h3>     <p>Everyone shall be guaranteed the freedom of literary, artistic, scientific, technical and other types of creative activity and teaching. Intellectual property shall be protected by law.</p> </section>
5080|Counsel|couns|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 48 &gt; 1</h3>     <p>Everyone shall be guaranteed the right to qualified legal assistance. In the cases envisaged by law, legal assistance shall be provided free of charge.</p> </section>
5081|Double Jeopardy|doubjep|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 50 &gt; 1</h3>     <p>Nobody may be convicted twice for one and the same crime.</p> </section>
5082|Evidence|evidence|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 50 &gt; 2</h3>     <p>In administering justice it shall not be permitted to use evidence received through violating federal law.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 51 &gt; 1</h3>     <p>Nobody shall be obliged to testify against him self, his (her) spouse or close relatives, the range of whom shall be determined by federal law.</p> </section>  <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 51 &gt; 2</h3>     <p>Federal law may establish other cases where the obligation to give evidence may be lifted.</p> </section>
5083|Self-Incrimination|miranda|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 51 &gt; 1</h3>     <p>Nobody shall be obliged to testify against him self, his (her) spouse or close relatives, the range of whom shall be determined by federal law.</p> </section>
5086|Ex Post Laws|expost|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 2 &gt; Article 54 &gt; 2</h3>     <p>Nobody may bear liability for an action, which was not regarded as a crime when it was committed. If, after an offense has been committed, the extent of liability for it is lifted or mitigated, the new law shall be applied.</p> </section>
5087|Public Trial|pubtri|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 7 &gt; Article 123 &gt; 1</h3>     <p>The examination of cases in all courts shall be open. Cases may be heard in closed sessions in those instances where this is permitted by federal law.</p> </section>
5088|Fair Trial|fairtri|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 7 &gt; Article 123 &gt; 3</h3>     <p>Judicial proceedings shall be conducted on the basis of controversy and the equality of the parties concerned.</p> </section>
5089|Jury|jury|Russia_2008| <section>     <h3>SECTION 1 &gt; CHAPTER 7 &gt; Article 123 &gt; 4</h3>     <p>In cases provided for by federal law, judicial proceedings shall be conducted with the participation of a jury.</p> </section>
5090|Birthright Citizenship|solissuf|Rwanda_2010| <section>     <h3>TITLE I &gt; CHAPTER I &gt; Article 7</h3>     <p>Every person has a right to nationality.</p>     <p>Dual nationality is permitted.</p>     <p>No person may be deprived of Rwandan nationality of origin.</p>     <p>No person shall be arbitrarily deprived of his or her nationality or of the right to change nationality.</p>     <p>Rwandans or their descendants who were deprived of their nationality between 1st November 1959 and 31 December 1994 by reason of acquisition of foreign nationalities automatically reacquire Rwandan nationality if they return to settle in Rwanda.</p>     <p>All persons originating from Rwanda and their descendants shall, upon their request, be entitled to Rwandan nationality.</p>     <p>The conditions of acquisition, retention, enjoyment and deprivation of Rwandan nationality shall be determined by an Organic Law.</p> </section>  <section>     <h3>TITLE IV &gt; CHAPTER II &gt; Section 1 &gt; Sub-section 3 &gt; Article 83</h3>     <p>Members of the Senate shall be citizens of impeccable character with experience who shall be elected or appointed objectively on the basis of individual merit without regard to political affiliation. They shall be highly skilled in one or more of the fields of science, law, economics, politics, sociology, culture or persons who have held senior positions in the public or private sector.</p> </section>
5091|Suffrage|voteun|Rwanda_2010| <section>     <h3>TITLE I &gt; CHAPTER I &gt; Article 8</h3>     <p>Suffrage is universal and equal for all citizens.</p> </section>  <section>     <h3>TITLE IV &gt; CHAPTER II &gt; Section 1 &gt; Sub-section 2 &gt; Article 77</h3>     <p>Members of the Chamber of Deputies specified in point 1^ of the Paragraph One of article 76 shall be elected by direct universal suffrage through a secret ballot from a final list of names using the system of proportional representation.</p> </section>  <section>     <h3>TITLE IV &gt; CHAPTER III &gt; Section 1 &gt; Article 100</h3>     <p>The election of the President of the Republic shall be by universal suffrage through a direct and secret ballot with a simple majority of the votes cast.</p> </section>
5093|Equality|equal|Rwanda_2010| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 11</h3>     <p>All Rwandans are born and remain free and equal in rights and duties.</p>     <p>Discrimination of whatever kind based on, inter alia, ethnic origin, tribe, clan, colour, sex, region, social origin, religion or faith, opinion, economic status, culture, language, social status, physical or mental disability or any other form of discrimination is prohibited and punishable by Law.</p> </section>  <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 16</h3>     <p>All human beings are equal before the law. They shall enjoy, without any discrimination, equal protection of the Law.</p> </section>  <section>     <h3>TITLE III &gt; Article 53</h3>     <p>Rwandans are free to join political organizations of their choice or not to join them.</p>     <p>No Rwandan shall be subjected to discrimination by reason of membership of a given political organization or on account of not belonging to any political organization.</p> </section>  <section>     <h3>TITLE III &gt; Article 54</h3>     <p>Political organizations are prohibited from basing themselves on race, ethnic group, tribe, lineage, region, sex, religion or any other division which may lead to discrimination.</p>     <p>Political organizations must constantly reflect the unity of the people of Rwanda, gender equality and complementality, whether in the recruitment of members, putting in place organs of leadership and in their operations and activities.</p> </section>  <section>     <h3>TITLE IV &gt; CHAPTER III &gt; Section 3 &gt; Article 126</h3>     <p>Public servants shall be recruited, posted and promoted in conformity with the principle of equality of citizens, through an objective, impartial and transparent system on the basis of the competence, merit and integrity of applicants of both sexes.</p> </section>
5094|Skin Color Non-Discrimination|equal10|Rwanda_2010| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 11</h3>     <p>All Rwandans are born and remain free and equal in rights and duties.</p>     <p>Discrimination of whatever kind based on, inter alia, ethnic origin, tribe, clan, colour, sex, region, social origin, religion or faith, opinion, economic status, culture, language, social status, physical or mental disability or any other form of discrimination is prohibited and punishable by Law.</p> </section>  <section>     <h3>TITLE III &gt; Article 54</h3>     <p>Political organizations are prohibited from basing themselves on race, ethnic group, tribe, lineage, region, sex, religion or any other division which may lead to discrimination.</p>     <p>Political organizations must constantly reflect the unity of the people of Rwanda, gender equality and complementality, whether in the recruitment of members, putting in place organs of leadership and in their operations and activities.</p> </section>
5095|Racial Non-Discrimination|equal4|Rwanda_2010| <section>     <h3>TITLE II &gt; CHAPTER I &gt; Article 11</h3>     <p>All Rwandans are born and remain free and equal in rights and duties.</p>     <p>Discrimination of whatever kind based on, inter alia, ethnic origin, tribe, clan, colour, sex, region, social origin, religion or faith, opinion, economic status, culture, language, social status, physical or mental disability or any other form of discrimination is prohibited and punishable by Law.</p> </section>  <section>     <h3>TITLE III &gt; Article 54</h3>     <p>Political organizations are prohibited from basing themselves on race, ethnic group, tribe, lineage, region, sex, religion or any other division which may lead to discrimination.</p>     <p>Political organizations must constantly reflect the unity of the people of Rwanda, gender equality and complementality, whether in the recruitment of members, putting in place organs of leadership and in their operations and activities.</p> </section>
