country,year,Human Dignity,Right to Overthrow Government,Amparo,Indigenous Voting,Indigenous Representation,Form Indigenous Political Parties,Indigenous Tax Exemption,Indigenous Exemption for Illegal Activities,Indigenous Internal Governance,Form Parties,Universal Adult Suffrage,State Duty to Provide Work,State Duty to Protect Culture,Jury Trial,Victims' Rights,Extradition of Criminals,Collection of Evidence,Pre-Trial Release,Habeas Corpus,No Punishment Without Law,Appeal,Capital Punishment Banned,Corporal Punishment Banned,Due Process,Examine Witnesses,Ex Post Laws Banned,Redress for False Imprisonment,Fair Trial,Speedy Trial,Public Trial,Presumption of Innocence,Trial in Native Language,Juvenile Criminal Rights,Double Jeopardy Banned,Protection Against Self-Incrimination,Counsel,Debtor Detention Banned,Birthright Citizenship,Renounce Citizenship,Equality Before Law,Gender Equality,Nationality Equality,Country of Origin Equality,Racial Equality,Language Equality,Religious Equality,Sexual Orientation Equality,Age Equality,Disability Equality,Color Equality,Creed Equality,Social Status Equality,Financial Equality,Tribe/Clan Equality,Party Equality,Parentage Equality,Access to Information,Protection of Reputation,Freedom of Religion,Separation of Church and State,Expropriation of Property,Fair Compensation,Unions,Strike,Leisure,Minimum Standard of Living,Transfer Property,Testate,Inheritance,Intellectual Property,Patents,Copyrights,Trademarks,Form Business,Consumer Rights,Social Security,Support for Elderly,Support for Unemployed,Support for Disabled,Support for Children,Property,Free Market,Benefits of Science,Choose Occupation,Safe Working Environment,Child Labor,Shelter,Marriage,Found Family,Matrimonial Equality,Childrens' Rights,Civil Marriage,Self-Determination,Health,Life,Slavery Banned,Torture Banned,Cruel Treatment Prohibited,Privacy,Movement,Opinion,Expression,Petition,Censorship Banned,Press,Assembly,Association,Development of Person,Conscientious Objectors,Asylum,Arms,Environment,Arts,Language Protection,Free Education,Academic Freedom,Access to Higher Education
United States,1882,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1883,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1884,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1885,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1886,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1887,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1888,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1889,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1890,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1891,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1892,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1893,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1894,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1895,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1896,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1897,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1898,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1899,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1900,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1901,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1902,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1903,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1904,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1905,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
United States,1906,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,1. yes,0. no,0. no,1. yes,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,0. no,1. yes,1. yes,1. yes,0. no,0. no,0. no,1. yes,1. yes,1. yes,1. yes,1. yes,0. no,1. yes,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,1. conditional,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,0. no,1. yes,2. full,0. no,2. full,1. yes,0. no,0. no,1. yes,1. yes,0. no,1. yes,1. yes,0. no,0. no,0. no,0. no,1. yes,0. no,0. no,0. no,0. no,0. no,0. no
